cmtid,itemid,shopid,author_username,comment,rating_star,no_tag,pos_good_quality,pos_excellent_quality,pos_very_accomodating,pos_well_packaged,pos_item_shipped_immediately,pos_will_order_again,neg_defective,neg_did_not_receive_item,neg_damaged_packaging,neg_will_not_order_again,neg_rude_seller,neg_item_shipped_late,neg_item_different_from_picture
5541616070,3989776179,360379308,chrissedanielle,"Mganda nmn ang quality, Ung isa lang nde same sa pic at ang tela silk ung orange but ok prin nmn magnda",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5522992502,3989776179,360379308,devillyahhh,Ganda ng item. Thank you Seller!❤️❤️❤️❤️❤️❤️❤️❤️,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5515630340,3989776179,360379308,jennybabepantaleon,Perfect 😍🥰,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5514135123,3989776179,360379308,kentucky22,Excellent quality!,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5464990640,3989776179,360379308,berish,sakto recommended size nila.. ganda🥰,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5542225507,3989776179,360379308,mjgentica,Nice,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5395786789,3989776179,360379308,i*****1,Ang ganda ganda. Tamang size lang nakuha ko. Dapat pala dinamihan ko na order😌 huhu thankyou so much at na e deliver. Muntik na ma return to seller kasi ayaw e deliver e. 😍 thank you very very much😘,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5497279133,3989776179,360379308,myls.hipolito_14,"Medyo manipis, pero cutie ♥️",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5431249421,3989776179,360379308,satin31,Not true to size! Items looks CHEAP! The only reason I ordered from this shop is because of the size range! But what they really have are only in free size! What a Scam!!! Will NEVER order again from this shop!!!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411259421,3989776179,360379308,k*****o,"Medyo malaki pala yung small nila pero the quality is super nice mali lang ako ng size hehe. Pero oorder ako ulit for sure and this time XS na, thank u. 乁[ᓀ˵▾˵ᓂ]ㄏ",5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5400793450,3989776179,360379308,irenesusanmacapobre,Ganda🥰,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5399500098,3989776179,360379308,rassela31,5 starrr Ang ganda ng damit grabe bibili ulit ako sa shop na to❤️🤗,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5362131303,3989776179,360379308,chae_kim_01,What you see is what you get🥰,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5314632932,3989776179,360379308,mellizalouisevila,Ganda,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5193231329,3989776179,360379308,aisacainglet,Thank  u po seller ..ang gaganda ng mga damit ..,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5123375591,3989776179,360379308,cherryanndeleonalguzar,Thank u sellee super love it..,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5036810374,3989776179,360379308,russelkeliope,Ang gandaaaa💖 thankyou,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5539804425,3989776179,360379308,cheryllabistoriveraarzaga,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5619089563,3989776179,360379308,joannachristinecorrales,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5729391914,7893204092,453049862,nylkent.bautista,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5518932045,8673960053,419236946,ziahdnoicarognoliuq,"Kasya pero nd xa loose saken kasi chubby aq its my fault dapat mas bigger size,,",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5700187584,8673960053,419236946,jeanellecoching,Its pretty and it fit my mama well. Thank you,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5661140644,8673960053,419236946,rheynbow14,"The cloth quality is poor, for 800+ pesos I think there are better items you can get from it. 1 of the items has threading issues on the neckline area, not polished sewed, more of a 'tyange' quality, don't expect too much. I think this is an imitated version of what's on the advertised picture.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5501696865,8673960053,419236946,mcaubry,Size is very small more like a L instead of 5XL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5535175809,8673960053,419236946,j*****8,Quality was not that ok and the delivery takes too long,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5642841898,8673960053,419236946,jasmincolitoybaldisimo,,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5666606422,8673960053,419236946,t*****p,,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5707211004,8673960053,419236946,phanyho,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5723962883,8673960053,419236946,genresam,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5696677764,8673960053,419236946,n*****7,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
